MG[4],MG[3],MG[2],MG[1],MG[0],MG[1]
0.502944,0.537478,0.574636,0.608925,0.636337,0.654664
0.537478,0.574636,0.608925,0.636337,0.654664,0.663467
0.574636,0.608925,0.636337,0.654664,0.663467,0.663736
0.608925,0.636337,0.654664,0.663467,0.663736,0.657395
0.636337,0.654664,0.663467,0.663736,0.657395,0.646886
0.654664,0.663467,0.663736,0.657395,0.646886,0.634981
0.663467,0.663736,0.657395,0.646886,0.634981,0.624809
0.663736,0.657395,0.646886,0.634981,0.624809,0.620003
0.657395,0.646886,0.634981,0.624809,0.620003,0.624764
0.646886,0.634981,0.624809,0.620003,0.624764,0.643424
0.634981,0.624809,0.620003,0.624764,0.643424,0.678944
0.624809,0.620003,0.624764,0.643424,0.678944,0.730542
0.620003,0.624764,0.643424,0.678944,0.730542,0.792542
0.624764,0.643424,0.678944,0.730542,0.792542,0.856508
0.643424,0.678944,0.730542,0.792542,0.856508,0.914938
0.678944,0.730542,0.792542,0.856508,0.914938,0.963285
0.730542,0.792542,0.856508,0.914938,0.963285,0.999791
0.792542,0.856508,0.914938,0.963285,0.999791,1.02452
0.856508,0.914938,0.963285,0.999791,1.02452,1.03852
0.914938,0.963285,0.999791,1.02452,1.03852,1.04335
0.963285,0.999791,1.02452,1.03852,1.04335,1.0409
0.999791,1.02452,1.03852,1.04335,1.0409,1.03339
1.02452,1.03852,1.04335,1.0409,1.03339,1.02342
1.03852,1.04335,1.0409,1.03339,1.02342,1.01395
1.04335,1.0409,1.03339,1.02342,1.01395,1.00791
1.0409,1.03339,1.02342,1.01395,1.00791,1.0076
1.03339,1.02342,1.01395,1.00791,1.0076,1.01412
1.02342,1.01395,1.00791,1.0076,1.01412,1.02719
1.01395,1.00791,1.0076,1.01412,1.02719,1.04541
1.00791,1.0076,1.01412,1.02719,1.04541,1.06676
1.0076,1.01412,1.02719,1.04541,1.06676,1.08915
1.01412,1.02719,1.04541,1.06676,1.08915,1.11077
1.02719,1.04541,1.06676,1.08915,1.11077,1.13028
1.04541,1.06676,1.08915,1.11077,1.13028,1.14678
1.06676,1.08915,1.11077,1.13028,1.14678,1.15984
1.08915,1.11077,1.13028,1.14678,1.15984,1.16951
1.11077,1.13028,1.14678,1.15984,1.16951,1.1764
1.13028,1.14678,1.15984,1.16951,1.1764,1.18173
1.14678,1.15984,1.16951,1.1764,1.18173,1.18738
1.15984,1.16951,1.1764,1.18173,1.18738,1.19578
1.16951,1.1764,1.18173,1.18738,1.19578,1.20923
1.1764,1.18173,1.18738,1.19578,1.20923,1.22835
1.18173,1.18738,1.19578,1.20923,1.22835,1.2499
1.18738,1.19578,1.20923,1.22835,1.2499,1.2662
1.19578,1.20923,1.22835,1.2499,1.2662,1.26926
1.20923,1.22835,1.2499,1.2662,1.26926,1.25647
1.22835,1.2499,1.2662,1.26926,1.25647,1.23091
1.2499,1.2662,1.26926,1.25647,1.23091,1.19792
1.2662,1.26926,1.25647,1.23091,1.19792,1.16258
1.26926,1.25647,1.23091,1.19792,1.16258,1.12885
1.25647,1.23091,1.19792,1.16258,1.12885,1.09946
1.23091,1.19792,1.16258,1.12885,1.09946,1.07604
1.19792,1.16258,1.12885,1.09946,1.07604,1.05898
1.16258,1.12885,1.09946,1.07604,1.05898,1.04747
1.12885,1.09946,1.07604,1.05898,1.04747,1.03954
1.09946,1.07604,1.05898,1.04747,1.03954,1.03253
1.07604,1.05898,1.04747,1.03954,1.03253,1.02359
1.05898,1.04747,1.03954,1.03253,1.02359,1.01026
1.04747,1.03954,1.03253,1.02359,1.01026,0.990936
1.03954,1.03253,1.02359,1.01026,0.990936,0.965199
1.03253,1.02359,1.01026,0.990936,0.965199,0.933722
1.02359,1.01026,0.990936,0.965199,0.933722,0.897913
1.01026,0.990936,0.965199,0.933722,0.897913,0.859465
0.990936,0.965199,0.933722,0.897913,0.859465,0.820007
0.965199,0.933722,0.897913,0.859465,0.820007,0.780922
0.933722,0.897913,0.859465,0.820007,0.780922,0.74325
0.897913,0.859465,0.820007,0.780922,0.74325,0.707647
0.859465,0.820007,0.780922,0.74325,0.707647,0.674332
0.820007,0.780922,0.74325,0.707647,0.674332,0.64304
0.780922,0.74325,0.707647,0.674332,0.64304,0.613011
